,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes,ratio_wgross_by_budget,Release Year
579,Lara Croft: Tomb Raider,131144183,274644183,94000000,2001-06-15,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.4,55582,2.9217466276595743,2001
580,Isn't She Great,2954405,2954405,36000000,2000-01-28,R,Adapted screenplay,Comedy,Fiction,4.9,1426,0.08206680555555555,2000
581,Pushing Tin,8408835,8408835,33000000,1999-04-23,R,Adapted screenplay,Comedy,Fiction,5.9,16160,0.2548131818181818,1999
582,City by the Sea,22433915,22433915,40000000,2002-09-06,R,Adapted screenplay,Drama,Fiction,6.1,13487,0.560847875,2002
583,Blue Crush,40118420,51327420,30000000,2002-08-16,PG/PG-13,Adapted screenplay,Drama,Fiction,5.5,11699,1.710914,2002
584,Proof of Life,32598931,62761005,65000000,2000-12-08,R,Adapted screenplay,Action/Adventure,Fiction,6.1,23099,0.9655539230769231,2000
585,The Peacemaker,41263140,62967368,50000000,1997-09-26,R,Adapted screenplay,Action/Adventure,Fiction,5.8,21524,1.25934736,1997
586,Eat Pray Love,78146373,81846373,60000000,2010-08-13,R,Adapted screenplay,Drama,Fiction,4.7,3019,1.3641062166666666,2010
587,The Fast and the Furious,144512310,206512310,38000000,2001-06-22,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.0,67939,5.43453447368421,2001
588,2 Fast 2 Furious,127120058,236220058,76000000,2003-06-06,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.1,44151,3.108158657894737,2003
589,A Beautiful Mind,170708996,316708996,78000000,2001-12-21,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,8.0,126067,4.0603717435897435,2001
590,The Damned United,449865,4054204,6400000,2009-10-09,R,Adapted screenplay,Drama,Non-Fiction,7.5,7560,0.633469375,2009
591,An Education,12574914,14134502,7500000,2009-10-09,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.5,22855,1.8846002666666666,2009
592,The Informant,33316821,41771168,22000000,2009-09-18,R,Adapted screenplay,Horror/Thriller,Fiction,6.2,380,1.8986894545454545,2009
593,Green Zone,35053660,84788541,100000000,2010-03-12,R,Adapted screenplay,Drama,Fiction,7.1,26759,0.84788541,2010
594,The Blind Side,255959475,301759475,35000000,2009-11-20,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.7,42320,8.621699285714286,2009
595,Good,27276,27276,16000000,2008-12-31,R,Adapted screenplay,Drama,Fiction,6.2,1926,0.00170475,2008
596,The Salon,139084,139084,1500000,2007-05-11,PG/PG-13,Adapted screenplay,Comedy,Fiction,3.5,308,0.09272266666666666,2007
597,Illuminata,836641,836641,10000000,1999-08-06,R,Adapted screenplay,Drama,Fiction,6.1,1100,0.0836641,1999
598,Urbania,1032075,1032075,225000,2000-09-15,R,Adapted screenplay,Drama,Fiction,6.7,2218,4.587,2000
599,Get Real,1152411,1152411,2000000,1999-04-30,R,Adapted screenplay,Comedy,Fiction,7.5,6026,0.5762055,1999
600,Faithful,2104439,2104439,13000000,1996-04-05,R,Adapted screenplay,Comedy,Fiction,5.7,989,0.1618799230769231,1996
601,Hamlet,1577287,2288841,2000000,2000-05-12,R,Adapted screenplay,Drama,Fiction,6.0,5147,1.1444205,2000
602,Othello,2844379,2844379,11000000,1995-12-14,R,Adapted screenplay,Drama,Fiction,6.9,4289,0.2585799090909091,1995
603,In the Company of Men,2883661,2883661,25000,1997-08-01,R,Adapted screenplay,Drama,Fiction,7.2,7601,115.34644,1997
604,East is East,4170647,4170647,3000000,2000-04-14,R,Adapted screenplay,Comedy,Fiction,6.7,8351,1.3902156666666667,2000
605,Richard III,2684904,4204857,9200000,1995-12-29,R,Adapted screenplay,Drama,Fiction,7.5,6625,0.45704967391304346,1995
606,Little Voice,4595000,4595000,6000000,1998-12-04,R,Adapted screenplay,Western/Musical,Fiction,6.9,8453,0.7658333333333334,1998
607,Real Women Have Curves,5853194,5853194,3000000,2002-10-18,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.0,4396,1.9510646666666667,2002
608,Bug,7006708,7006708,4000000,2007-05-25,R,Adapted screenplay,Drama,Fiction,6.0,14164,1.751677,2007
609,Hamlet,4501094,7129670,18000000,1996-12-25,PG/PG-13,Adapted screenplay,Drama,Fiction,6.0,5147,0.3960927777777778,1996
610,Proof,7535331,8284331,20000000,2005-09-16,PG/PG-13,Adapted screenplay,Drama,Fiction,6.9,18622,0.41421655,2005
611,The Importance of Being Earnest,8378141,8378141,15000000,2002-05-22,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.7,9345,0.5585427333333334,2002
612,Kissing Jessica Stein,7025722,8915268,1500000,2002-03-13,R,Adapted screenplay,Comedy,Fiction,6.8,8291,5.943512,2002
613,The Libertine,4835065,9448623,22000000,2005-11-23,R,Adapted screenplay,Drama,Fiction,6.4,16266,0.4294828636363636,2005
614,Henry V,10161099,10161099,9000000,1989-11-08,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.9,14499,1.129011,1989
615,Marvin's Room,12803305,12803305,23000000,1996-12-20,PG/PG-13,Adapted screenplay,Drama,Fiction,6.6,9684,0.5566654347826087,1996
616,The History Boys,2730296,13425589,3700000,2006-11-21,R,Adapted screenplay,Comedy,Fiction,6.7,10293,3.6285375675675677,2006
617,An Ideal Husband,18542974,18542974,10700000,1999-06-18,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.7,8078,1.7329882242990655,1999
618,Shadowlands,25842377,25842377,22000000,1993-12-29,R,Adapted screenplay,Drama,Non-Fiction,7.4,7689,1.1746535,1993
619,Frost/Nixon,18622031,28144586,29000000,2008-12-05,R,Adapted screenplay,Drama,Non-Fiction,7.9,36366,0.9705029655172414,2008
620,Paint Your Wagon,31678778,31678778,20000000,1969-10-15,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,6.5,5037,1.5839389,1969
621,Ten Things I Hate About You,38177966,38177966,13000000,1999-03-31,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.9,61910,2.9367666153846153,1999
622,Meet the Browns,41975388,41975388,20000000,2008-03-21,PG/PG-13,Adapted screenplay,Comedy,Fiction,3.1,3362,2.0987694,2008
623,8 femmes,3076425,42376425,8000000,2002-09-20,R,Adapted screenplay,Western/Musical,Fiction,7.0,13631,5.297053125,2002
624,Diary of a Mad Black Woman,50406346,50425450,5500000,2005-02-25,PG/PG-13,Adapted screenplay,Drama,Fiction,4.9,5565,9.168263636363637,2005
625,Amadeus,51973029,51973029,18000000,1984-09-19,R,Adapted screenplay,Drama,Non-Fiction,8.4,96997,2.8873905,1984
626,She's the Man,33889159,56889159,25000000,2006-03-17,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.4,26513,2.27556636,2006
627,Madea's Family Reunion,63257940,63308879,10000000,2006-02-24,PG/PG-13,Adapted screenplay,Comedy,Fiction,3.9,5369,6.3308879,2006
628,Man cheng jin dai huang jin jia,6566773,75566773,45000000,2006-12-21,R,Adapted screenplay,Action/Adventure,Fiction,7.0,17975,1.6792616222222223,2006
629,Madea Goes To Jail,90508336,90508336,17500000,2009-02-20,PG/PG-13,Adapted screenplay,Comedy,Fiction,3.1,5468,5.171904914285714,2009
630,Closer,33987757,115987757,35000000,2004-12-03,R,Adapted screenplay,Drama,Fiction,2.9,212,3.313935914285714,2004
631,Finding Neverland,51676606,118676606,25000000,2004-11-12,PG/PG-13,Adapted screenplay,Drama,Fiction,7.9,86828,4.74706424,2004
632,Romeo+Juliet,46338728,147542381,14500000,1996-11-01,PG/PG-13,Adapted screenplay,Drama,Fiction,6.5,78,10.175336620689656,1996
633,You've Got Mail,115821495,250800000,65000000,1998-12-18,PG/PG-13,Adapted screenplay,Drama,Fiction,6.2,52587,3.8584615384615386,1998
634,My Big Fat Greek Wedding,241438208,368744044,5000000,2002-04-19,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.6,46548,73.7488088,2002
635,"Peace, Propaganda and the Promised Land",4930,4930,70000,2005-01-28,Other,Adapted screenplay,Documentary,Non-Fiction,3.0,75,0.07042857142857142,2005
636,Lake of Fire,25317,25317,6000000,2007-10-03,Other,Adapted screenplay,Documentary,Non-Fiction,8.4,1027,0.0042195,2007
637,Sisters in Law,33312,33312,300000,2006-04-12,Other,Adapted screenplay,Documentary,Non-Fiction,6.7,203,0.11104,2006
638,10th & Wolf,54702,54702,8000000,2006-08-18,Other,Adapted screenplay,Drama,Non-Fiction,6.3,3655,0.00683775,2006
639,Redacted,65388,65388,5000000,2007-11-16,R,Adapted screenplay,Drama,Non-Fiction,6.1,5759,0.0130776,2007
640,Love Ranch,134904,134904,25000000,2010-06-30,R,Adapted screenplay,Drama,Non-Fiction,5.6,163,0.00539616,2010
641,Hybrid,162605,162605,200000,2002-05-10,Other,Adapted screenplay,Documentary,Non-Fiction,2.2,380,0.813025,2002
642,My Date With Drew,181041,181041,1100,2005-08-05,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,6.5,2961,164.58272727272728,2005
643,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,144601,206351,1000000,2006-07-07,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.1,643,0.206351,2006
644,Standard Operating Procedure,228830,228830,5000000,2008-04-25,R,Adapted screenplay,Documentary,Non-Fiction,7.5,1640,0.045766,2008
645,Sex with Strangers,247740,247740,1100000,2002-02-22,Other,Adapted screenplay,Documentary,Non-Fiction,5.0,151,0.22521818181818182,2002
646,Stonewall,304602,304602,2000000,1996-07-26,R,Adapted screenplay,Drama,Non-Fiction,7.0,741,0.152301,1996
647,Copying Beethoven,355968,355968,11000000,2006-11-10,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.8,5017,0.03236072727272727,2006
648,Short Cut to Nirvana: Kumbh Mela,381225,439651,200000,2004-10-22,Other,Adapted screenplay,Documentary,Non-Fiction,6.9,105,2.198255,2004
649,The Last Shot,463730,463730,40000000,2004-09-24,R,Adapted screenplay,Comedy,Non-Fiction,5.7,2711,0.01159325,2004
650,Madison,517262,517262,14000000,2005-04-22,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.4,536,0.03694728571428572,2005
651,Prefontaine,590817,590817,8000000,1997-01-24,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.2,2580,0.073852125,1997
652,Trekkies,617172,617172,375000,1999-05-21,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,6.9,3004,1.645792,1999
653,Inside Deep Throat,691880,691880,2000000,2005-02-11,R,Adapted screenplay,Documentary,Non-Fiction,6.9,3264,0.34594,2005
654,Without Limits,780326,780326,25000000,1998-09-11,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.9,3369,0.03121304,1998
655,Princess Kaiulani,883454,883454,9000000,2010-05-14,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.3,224,0.09816155555555556,2010
656,Joyeux NoÎl,1054361,1054361,22000000,2006-03-03,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.8,9363,0.0479255,2006
657,Wonderland,1060512,1060512,5500000,2003-10-03,R,Adapted screenplay,Drama,Non-Fiction,6.6,11966,0.19282036363636362,2003
658,In the Shadow of the Moon,1134358,1134358,2000000,2007-09-07,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,8.0,2974,0.567179,2007
659,Tarnation,592014,1162014,218,2004-10-06,Other,Adapted screenplay,Documentary,Non-Fiction,7.1,3847,5330.339449541284,2004
660,Saints and Soldiers,1310470,1310470,780000,2004-08-06,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.0,7581,1.6800897435897435,2004
661,No End In Sight,1433319,1433319,2000000,2007-07-27,Other,Adapted screenplay,Documentary,Non-Fiction,8.3,4086,0.7166595,2007
662,It's All Gone Pete Tong,120620,1470620,2000000,2005-04-15,R,Adapted screenplay,Drama,Non-Fiction,7.3,7631,0.73531,2005
663,Factory Girl,1661464,1661464,7000000,2006-12-29,R,Adapted screenplay,Drama,Non-Fiction,6.1,8680,0.237352,2006
664,Murderball,1531154,1722277,350000,2005-07-08,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.8,5699,4.9207914285714285,2005
665,Find Me Guilty,1173673,1788077,13000000,2006-03-17,R,Adapted screenplay,Drama,Non-Fiction,7.1,12800,0.13754438461538462,2006
666,Tumbleweeds,1350248,1788168,312000,1999-11-24,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.4,2152,5.731307692307692,1999
667,Beyond the Mat,2047570,2047570,500000,1999-10-22,R,Adapted screenplay,Documentary,Non-Fiction,7.2,4067,4.09514,1999
668,Jefferson in Paris,2461628,2461628,14000000,1995-03-31,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.6,1464,0.17583057142857142,1995
669,Shattered Glass,2207975,2932719,6000000,2003-10-31,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.4,14575,0.4887865,2003
670,Basquiat,2962051,2962051,3000000,1996-08-09,R,Adapted screenplay,Drama,Non-Fiction,6.7,7935,0.9873503333333333,1996
671,Gracie,2956339,3036736,9000000,2007-06-01,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.2,2084,0.3374151111111111,2007
672,Wordplay,3121270,3177636,500000,2006-06-16,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.4,2222,6.355272,2006
673,Riding Giants,2276368,3216111,2600000,2004-07-09,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.7,2193,1.2369657692307692,2004
674,Zwartboek,4398392,4398392,22000000,2007-04-06,R,Adapted screenplay,Horror/Thriller,Fiction,8.0,27288,0.1999269090909091,2007
675,Rize,3278611,4462763,700000,2005-06-24,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,6.8,2052,6.375375714285714,2005
676,Slums of Beverly Hills,5502773,5502773,5000000,1998-08-14,R,Adapted screenplay,Comedy,Non-Fiction,6.4,5821,1.1005546,1998
677,The Children of Huang Shi,1031872,5527507,20000000,2008-05-23,R,Adapted screenplay,Drama,Non-Fiction,6.9,4100,0.27637535,2008
678,Get on the Bus,5691854,5691854,2400000,1996-10-16,R,Adapted screenplay,Drama,Fiction,6.7,2701,2.371605833333333,1996
679,Catch a Fire,4299773,5699773,14000000,2006-10-27,PG/PG-13,Adapted screenplay,Horror/Thriller,Non-Fiction,6.8,5959,0.40712664285714284,2006
680,The Straight Story,6197866,6197866,10000000,1999-10-15,G,Adapted screenplay,Drama,Non-Fiction,8.0,36265,0.6197866,1999
681,Topsy Turvy,6201757,6201757,20000000,1999-12-17,R,Adapted screenplay,Western/Musical,Non-Fiction,7.1,6215,0.31008785,1999
682,Against the Ropes,5881504,6429865,39000000,2004-02-20,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.2,3547,0.16486833333333334,2004
683,Rescue Dawn,5490423,7037886,10000000,2007-07-04,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.5,37764,0.7037886,2007
684,Beyond the Sea,6144806,7061637,24000000,2004-12-17,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.6,8002,0.294234875,2004
685,The Hoax,7164995,7164995,25000000,2007-04-06,R,Adapted screenplay,Drama,Non-Fiction,6.9,9171,0.2865998,2007
686,Cadillac Records,8138000,8138000,12000000,2008-12-05,R,Adapted screenplay,Drama,Non-Fiction,6.7,5026,0.6781666666666667,2008
687,Mad Hot Ballroom,8117961,9079042,500000,2005-05-13,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.4,2562,18.158084,2005
688,Veronica Guerin,1569918,9438074,17000000,2003-10-17,R,Adapted screenplay,Drama,Non-Fiction,6.8,8778,0.5551808235294118,2003
689,Bright Star,4444637,9469105,8500000,2010-01-26,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.1,5957,1.1140123529411765,2010
690,White Squall,10229300,10229300,38000000,1996-02-02,PG/PG-13,Adapted screenplay,Action/Adventure,Non-Fiction,6.4,8385,0.2691921052631579,1996
691,The Newton Boys,10341093,10341093,27000000,1998-03-27,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,5.7,4443,0.38300344444444445,1998
692,The Night Listener,7836393,10547755,4000000,2006-08-04,R,Adapted screenplay,Drama,Non-Fiction,5.9,8437,2.63693875,2006
693,Pollock,8596914,10557291,6000000,2000-12-15,R,Adapted screenplay,Drama,Non-Fiction,7.1,9669,1.7595485,2000
694,The Young Victoria,11001272,11001272,35000000,2009-12-18,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.2,8408,0.31432205714285716,2009
695,The Squid and the Whale,7372734,11098131,1500000,2005-10-05,R,Adapted screenplay,Drama,Non-Fiction,7.6,23521,7.398754,2005
696,Stop-Loss,10915744,11179472,25000000,2008-03-28,R,Adapted screenplay,Drama,Non-Fiction,6.5,9268,0.44717888,2008
697,I'm Not There,4017609,11498547,20000000,2007-11-21,R,Adapted screenplay,Drama,Non-Fiction,7.1,23078,0.57492735,2007
698,Hoop Dreams,7768371,11768371,700000,1994-10-14,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,8.0,9492,16.811958571428573,1994
699,Extraordinary Measures,12482741,12697741,31000000,2010-01-22,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.4,3770,0.40960454838709676,2010
700,Kinsey,10214647,13000959,11000000,2004-11-12,R,Adapted screenplay,Drama,Non-Fiction,7.2,20135,1.1819053636363637,2004
701,Ghosts of Mississippi,13052741,13052741,36000000,1996-12-20,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.4,5276,0.3625761388888889,1996
702,Religulous,13011160,13136074,2500000,2008-10-01,R,Adapted screenplay,Documentary,Non-Fiction,7.8,23094,5.2544296,2008
703,Tea with Mussolini,14395874,14395874,14000000,1999-05-14,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.7,5435,1.0282767142857143,1999
704,Capitalism: A Love Story,14363397,14678228,20000000,2009-09-23,R,Adapted screenplay,Documentary,Non-Fiction,7.3,11829,0.7339114,2009
705,Flyboys,13090630,14816379,60000000,2006-09-22,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.5,13934,0.24693965,2006
706,The World's Fastest Indian,5128124,16509706,25000000,2005-12-07,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.9,19687,0.66038824,2005
707,Domino,10169202,17759202,50000000,2005-10-14,R,Adapted screenplay,Action/Adventure,Non-Fiction,5.9,32560,0.35518404,2005
708,De-Lovely,13337299,18396382,4000000,2004-06-25,PG/PG-13,Adapted screenplay,Drama,Fiction,6.5,6086,4.5990955,2004
709,Michael Jordan to the MAX,18642318,18642318,7000000,2000-05-05,Other,Adapted screenplay,Documentary,Non-Fiction,7.2,746,2.663188285714286,2000
710,Martin Lawrence Live: RunTelDat,19184820,19184820,3000000,2002-08-02,R,Adapted screenplay,Western/Musical,Non-Fiction,4.9,1166,6.39494,2002
711,Summer of Sam,19288130,19288130,22000000,1999-07-02,R,Adapted screenplay,Drama,Fiction,6.5,18431,0.8767331818181818,1999
712,Die F‰lscher,5488570,19416495,6250000,2008-02-22,R,Adapted screenplay,Drama,Non-Fiction,7.6,16525,3.1066392,2008
713,Bobby,11242801,20597806,14000000,2006-11-17,R,Adapted screenplay,Drama,Non-Fiction,7.1,23262,1.4712718571428571,2006
714,U2 3D,10363341,22664070,15000000,2008-01-23,G,Adapted screenplay,Western/Musical,Non-Fiction,8.3,2090,1.510938,2008
715,Antwone Fisher,21078145,23367586,12500000,2002-12-19,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.3,13258,1.86940688,2002
716,Raging Bull,23380203,23380203,18000000,1980-11-14,Other,Adapted screenplay,Drama,Non-Fiction,8.4,90015,1.2989001666666666,1980
717,North Country,18324242,23624242,30000000,2005-10-21,R,Adapted screenplay,Drama,Non-Fiction,7.2,16497,0.7874747333333333,2005
718,The Alamo,22406362,23911362,92000000,2004-04-09,PG/PG-13,Adapted screenplay,Western/Musical,Non-Fiction,5.9,10063,0.25990610869565217,2004
719,In the Valley of Elah,6777741,24489150,23000000,2007-09-14,R,Adapted screenplay,Drama,Non-Fiction,7.4,27529,1.0647456521739131,2007
720,Wyatt Earp,25052000,25052000,63000000,1994-06-24,PG/PG-13,Adapted screenplay,Western/Musical,Non-Fiction,6.4,15614,0.39765079365079364,1994
721,Michael Collins,11092559,27572844,25000000,1996-10-11,R,Adapted screenplay,Drama,Non-Fiction,6.9,11805,1.10291376,1996
722,Wolf Creek,16186348,27649774,1100000,2005-12-25,R,Adapted screenplay,Horror/Thriller,Non-Fiction,6.3,22594,25.136158181818182,2005
723,Luther,5781086,29465190,35000000,2003-09-26,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,5909,0.8418625714285715,2003
724,Super Size Me,11529368,29529368,65000,2004-05-07,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,7.6,33805,454.29796923076924,2004
725,Riding in Cars with Boys,29781453,29781453,47000000,2001-10-19,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.2,11895,0.6336479361702128,2001
726,The Great Debaters,30226144,30226144,15000000,2007-12-25,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,7.6,14530,2.0150762666666666,2007
727,Rob Roy,31390587,31390587,28000000,1995-04-07,R,Adapted screenplay,Drama,Non-Fiction,6.8,15630,1.1210923928571428,1995
728,Sicko,24538513,33538513,9000000,2007-06-22,PG/PG-13,Adapted screenplay,Documentary,Non-Fiction,8.2,40886,3.7265014444444446,2007
